order_id,restaurant_id,customer_zone,distance_km,hour,day_of_week,is_weekend,prep_time_min,traffic_factor,delivery_min
535,2,C,4.24,9,1,0,14,1.01,39.7
536,3,C,0.0,10,1,0,6,0.87,10.4
537,5,A,8.0,4,1,0,8,0.96,43.9
538,1,B,4.12,14,1,0,9,0.93,29.2
539,1,C,8.06,3,1,0,12,1.03,52.4
540,2,C,4.24,20,1,0,9,0.87,28.5
541,3,A,8.06,12,2,0,10,0.92,48.4
542,2,D,5.39,1,2,0,14,0.96,42.9
543,2,A,4.12,4,2,0,14,1.05,35.2
544,1,B,4.12,20,2,0,7,0.9,27.6
545,1,C,8.06,14,2,0,12,0.87,50.0
546,2,D,5.39,21,2,0,14,0.88,42.3
547,3,D,5.39,5,2,0,5,0.89,31.2
548,4,D,0.0,13,2,0,15,0.96,20.5
549,2,D,5.39,9,2,0,9,0.87,35.1
550,2,D,5.39,17,2,0,11,1.29,45.2
551,1,B,4.12,10,2,0,9,0.9,33.0
552,5,E,0.0,9,2,0,13,0.86,18.7
553,3,D,5.39,13,2,0,7,1.08,36.8
554,4,A,6.32,9,2,0,12,1.15,44.3
555,3,D,5.39,2,2,0,9,0.94,36.4
556,2,A,4.12,22,2,0,9,1.01,30.5
557,1,B,4.12,19,2,0,10,1.27,39.5
558,3,B,4.24,22,2,0,6,0.91,26.7
559,3,A,8.06,21,2,0,10,1.03,52.8
560,5,B,4.12,6,2,0,13,1.1,40.3
561,4,B,5.39,14,2,0,13,0.86,34.9
562,5,E,0.0,8,2,0,10,0.85,19.4
563,2,C,4.24,20,2,0,13,0.89,36.7
564,3,B,4.24,2,2,0,9,1.03,30.5
565,1,C,8.06,20,2,0,6,0.94,45.9
566,4,C,5.39,14,2,0,12,0.93,41.9
567,4,D,0.0,19,2,0,15,1.01,23.0
568,5,E,0.0,18,2,0,13,1.03,20.7
569,2,C,4.24,11,2,0,9,0.89,27.1
570,5,E,0.0,11,2,0,7,0.9,12.2
571,5,E,0.0,8,2,0,7,1.32,11.0
572,1,C,8.06,9,2,0,7,1.17,54.5
573,3,C,0.0,12,2,0,6,0.91,9.5
574,3,A,8.06,19,2,0,5,1.04,46.7
575,2,D,5.39,21,2,0,11,0.94,36.9
576,4,E,8.49,19,2,0,15,1.23,61.3
577,4,A,6.32,3,2,0,12,0.86,38.6
578,1,B,4.12,3,2,0,9,0.89,27.2
579,1,E,8.0,11,2,0,9,1.03,48.0
580,2,D,5.39,15,2,0,9,0.86,32.9
581,2,E,4.12,12,2,0,13,1.08,37.6
582,3,A,8.06,10,2,0,5,0.95,42.5
583,4,C,5.39,6,2,0,10,0.96,35.8
584,5,A,8.0,13,2,0,7,0.9,43.3
585,1,A,0.0,13,2,0,8,1.05,14.3
586,3,E,4.12,3,2,0,8,0.9,32.0
587,3,A,8.06,8,2,0,7,1.07,46.3
588,3,B,4.24,14,2,0,11,1.02,32.0
589,3,D,5.39,20,2,0,11,1.0,39.4
590,4,D,0.0,20,2,0,14,1.02,23.6
591,5,D,8.49,21,2,0,9,0.87,47.9
592,1,E,8.0,13,2,0,12,0.99,53.6
593,2,D,5.39,5,2,0,9,1.09,36.7
594,2,B,0.0,20,2,0,8,0.96,17.9
595,4,B,5.39,8,2,0,16,1.15,46.0
596,1,E,8.0,3,2,0,9,0.99,49.7
597,5,A,8.0,12,2,0,13,1.03,53.1
598,4,B,5.39,4,2,0,11,0.99,39.4
599,1,E,8.0,22,2,0,12,0.88,45.2
600,5,D,8.49,21,2,0,9,0.95,47.7
